"dataInizio","dataFine","sindacato","settore","categoria","modalita","rilevanza","dataProclamazione","dataRicezione","nome_regione","nome_provincia","note"
"2019-03-08","2019-03-08","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2019-02-20","2019-02-20 10:25:00","Lazio","Latina",""
"2019-04-16","2019-04-16","OSP SLM-FAST-CONFSAL","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' E AUSILIARI DEL TRAFFICO DELLA SOC. ATRAL DI LATINA","4 ORE: DALLE 10.00 ALLE 14.00","Aziendale","2019-03-20","2019-03-20 13:14:00","Lazio","Latina",""
"2019-04-15","2019-04-15","OSP SLM-FAST-CONFSAL","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' E AUSILIARI DEL TRAFFICO DELLA SOC. ATRAL DI LATINA","4 ORE: DALLE 10.30 ALLE 14.30","Aziendale","2019-03-21","2019-03-21 13:40:00","Lazio","Latina",""
"2019-07-24","2019-07-24","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","4 ORE: DALLE 17.00 ALLE 21.00","Aziendale","2019-07-12","2019-07-12 13:27:00","Lazio","Latina",""
"2019-10-25","2019-10-25","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","4 ORE: DALLE 9.30 ALLE 13.30","Aziendale","2019-09-30","2019-09-30 12:58:00","Lazio","Latina",""
"2019-11-18","2019-11-18","OSR SLM-FAST-CONFSAL","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","4 ORE: DALLE 9.30 ALLE 13.30","Aziendale","2019-10-28","2019-10-28 12:51:00","Lazio","Latina",""
"2019-11-18","2019-11-18","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2019-10-30","2019-10-30 11:19:00","Lazio","Latina",""
"2019-12-09","2019-12-09","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2019-11-08","2019-11-08 11:45:00","Lazio","Latina",""
"2019-12-09","2019-12-09","OSR SLM-FAST-CONFSAL","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2019-11-25","2019-11-25 14:35:00","Lazio","Latina",""
"2020-02-03","2020-02-03","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2020-01-21","2020-01-21 13:40:00","Lazio","Latina",""
"2020-02-03","2020-02-03","OSR SLM-FAST-CONFSAL","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2020-01-22","2020-01-22 17:22:00","Lazio","Latina",""
"2020-02-24","2020-02-24","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","24 ORE","Aziendale","2020-02-04","2020-02-04 11:28:00","Lazio","Latina",""
"2020-06-12","2020-06-12","OSR UGL AUTOFERROTRANVIERI","Trasporto pubblico locale","PERSONALE SOC. CSC MOBILITA' DI LATINA","4 ORE: DALLE 9.30 ALLE 13.30","Aziendale","2020-05-26","2020-05-26 16:08:00","Lazio","Latina",""
"2014-11-24","2014-11-24","OSP FILT-CGIL/FIT-CISL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATN DELLA PROVINCIA DI LUCCA","4 ORE: DALLE 17.00 ALLE 21.00","Provinciale","2014-11-11","2014-11-11 13:05:00","Toscana","Lucca",""
"2015-02-28","2015-02-28","OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. CTT NORD DI OSPEDALETTO (PI) PER IL TERRITORIO DELLA PROVINCIA DI LUCCA","4 ORE: DALLE 17.30 ALLE 21.30","Aziendale","2015-02-13","2015-02-13 15:18:00","Toscana","Lucca",""
"2015-12-05","2015-12-05","OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. CTT NORD DELLA PROVINCIA DI LUCCA","4 ORE: DALLE 17.30 ALLE 21.30","Aziendale","2015-11-24","2015-11-24 12:01:00","Toscana","Lucca",""
"2016-04-23","2016-04-23","OSP FILT-CGIL/UILT-UIL","Trasporto pubblico locale","PERSONALE SOC. CTT NORD DI LUCCA","4 ORE: DALLE 17.30 ALLE 21.30","Aziendale","2016-04-01","2016-04-01 17:38:00","Toscana","Lucca",""
"2014-09-19","2014-09-19","OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATAC DI CIVITANOVA MARCHE ( MC )","4 ORE: DALLE 11.00 ALLE 15.00","Aziendale","2014-07-04","2014-07-04 11:02:00","Marche","Macerata",""
"2014-01-08","2014-01-08","OST FILT-CGIL/FIT-CISL/UILT-UIL","Ferroviario","PERSONALE GRUPPO FSI SOC. BLUFERRIES DI MESSINA","4 ORE: DALLE 8.00 ALLE 12.00","Territoriale","2013-12-20","2013-12-20 17:46:00","Sicilia","Messina",""
"2014-01-24","2014-01-24","RSA ORSA TRASPORTI/CUB TRASPORTI","Trasporto pubblico locale","AUTOFERROTRANVIERI SOC. ATM DI MESSINA","8 ORE: DALLE 9.00 ALLE 17.00","Aziendale","2014-01-11","2014-01-13 10:31:00","Sicilia","Messina",""
"2014-02-17","2014-02-18","OST FILT-CGIL/FIT-CISL/UILT-UIL","Ferroviario","PERSONALE GRUPPO FSI SOC. BLUFERRIES DI MESSINA","24 ORE: DALLE 5.00 DEL 17/2 ALLE 5.00 DEL 18/2","Territoriale","2014-01-21","2014-01-21 14:13:00","Sicilia","Messina",""
"2014-03-14","2014-03-14","OSR ORSA SERVIZI AMBIENTE","Appalti ferroviari","PERSONALE APPALTI FS SOC. NETTUNO MULTISERVIZI OPERANTE INDOTTO SOC. BLUFERRIES","4 ORE: DALLE 9.00 ALLE 13.00","Aziendale","2014-03-04","2014-03-04 16:52:00","Sicilia","Messina","IN ADESIONE A SCIOPERO ORSA DEL PERS. BLUFERRIES DI MESSINA"
"2014-03-14","2014-03-14","OSR ORSA SERVIZI AMBIENTE","Appalti ferroviari","PERSONALE APPALTI FS SOC. NETTUNO MULTISERVIZI OPERANTE INDOTTO IMP. NAVIGAZIONE MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Aziendale","2014-03-04","2014-03-04 16:52:00","Sicilia","Messina","IN ADESIONE A SCIOPERO ORSA FAST DEL PERS. RFI IMPIANTO NAV.DI MESSINA"
"2014-03-14","2014-03-14","ORSA NAVIGAZIONE","Appalti ferroviari","PERSONALE APPALTI FS SOC. GIERRE SERVIZI OPERANTE NELLE NAVI FERROVIARIE DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Aziendale","2014-03-04","2014-03-04 16:25:00","Sicilia","Messina","IN ADESIONE A SCIOPERO ORSA DEL PERS. RFI IMPIANTO NAV.DI MESSINA"
"2014-03-14","2014-03-14","OSR ORSA","Ferroviario","PERSONALE GRUPPO FSI SOC. BLUFERRIES DI MESSINA","4 ORE: DALLE 9.00 ALLE 13.00","Territoriale","2014-03-04","2014-03-04 15:59:00","Sicilia","Messina",""
"2014-03-14","2014-03-14","OSR ORSA NAVIGAZIONE/FAST-CONFSAL","Ferroviario","PERSONALE SOC. RFI IMPIANTO NAVIGAZIONE DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Territoriale","2014-02-18","2014-02-18 18:52:00","Sicilia","Messina",""
"2014-03-29","2014-03-29","OSP FILT-CGIL","Marittimo","PERSONALE SOC. CARONTE E TOURIST DI MESSINA","8 ORE: DALLE 8.00 ALLE 16.00","Aziendale","2014-03-17","2014-03-17 18:37:00","Sicilia","Messina",""
"2014-04-08","2014-04-08","OST FILT-CGIL/FIT-CISL/UILT-UIL","Ferroviario","PERSONALE SOC. TRENITALIA DEL TERRITORIO DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Territoriale","2014-02-17","2014-02-17 11:13:00","Sicilia","Messina",""
"2014-05-12","2014-05-14","OST FILT-CGIL/FIT-CISL/UILT-UIL","Ferroviario","PERSONALE GRUPPO FSI SOC. BLUFERRIES DI MESSINA","48 ORE: DALLE 4.00 DEL 12/5 ALLE 4.00 DEL 14/5","Territoriale","2014-03-26","2014-03-26 16:44:00","Sicilia","Messina",""
"2014-06-03","2014-06-03","OST FILT-CGIL/FIT-CISL/UILT-UIL/ORSA FERROVIE/FAST-CONFSAL/SASMANT","Ferroviario","PERSONALE SOC. RFI IMPIANTO NAVIGAZIONE DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2014-05-12","2014-05-12 15:21:00","Sicilia","Messina",""
"2014-06-25","2014-06-25","OST FILT-CGIL/FIT-CISL/UILT-UIL/ORSA FERROVIE/FAST-CONFSAL/SASMANT","Ferroviario","PERSONALE SOC. RFI IMPIANTO NAVIGAZIONE DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2014-05-22","2014-05-30 10:44:00","Sicilia","Messina",""
"2014-09-30","2014-09-30","OSP E OSR ORSA","Marittimo","PERSONALE MARITTIMO SOC. BLUFERRIES DI MESSINA E RELAITVO INDOTTO","8 ORE: DALLE 9.00 ALLE 17.00","Aziendale","2014-09-19","2014-09-19 21:31:00","Sicilia","Messina",""
"2014-10-24","2014-10-24","OSR ORSA","Marittimo","PERSONALE MARITTIMO SOC. BLUFERRIES DI MESSINA E RELATIVO INDOTTO","24 ORE: DALLE 00.01 ALLE 23.59","Aziendale","2014-10-06","2014-10-06 22:34:00","Sicilia","Messina",""
"2014-11-04","2014-11-04","OSR FILT-CGIL","Marittimo","PERSONALE SOC. BLUFERRIES DI MESSINA","24 ORE: DALLE 00.01 ALLE 24.00","Aziendale","2014-10-13","2014-10-13 15:12:00","Sicilia","Messina",""
"2014-11-14","2014-11-14","OSR FILT-CGIL","Marittimo","PERSONALE SOC. BLUFERRIES DI MESSINA","24 ORE: DALLE 00.01 ALLE 24.00","Aziendale","2014-11-03","2014-11-03 12:08:00","Sicilia","Messina",""
"2015-01-15","2015-01-16","OSR FILT-CGIL","Marittimo","PERSONALE SOC. BLUFERRIES DI MESSINA","48 ORE: DALLE 00.01 DEL 15/1 ALLE 24.00 DEL 16/1","Aziendale","2014-12-29","2014-12-30 11:22:00","Sicilia","Messina",""
"2015-02-14","2015-02-15","OSP FEDERMAR-CISAL","Marittimo","PERSONALE SOC. CARTOUR DI MESSINA","24 ORE: DALLE 19.00 DEL 14/2 ALLE 19.00 DEL 15/2","Aziendale","2015-02-04","2015-02-04 11:09:00","Sicilia","Messina",""
"2015-05-12","2015-05-12","OSR FAST-CONFSAL/RSA UGL","Marittimo","PERSONALE PORTUALE SOC. TERMINAL TREMESTIERI LOGISTICA APPRODO DI MESSINA","DALLE ORE 12.00 AD OLTRANZA","Aziendale","2015-05-05","2015-05-05 14:08:00","Sicilia","Messina",""
"2015-09-08","2015-09-08","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. RFI IMPIANTO NAVIGAZIONE DI MESSINA ","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2015-07-31","2015-07-31 22:00:00","Sicilia","Messina",""
"2015-09-23","2015-09-23","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. RFI IMPIANTO NAVIGAZIONE DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2015-09-02","2015-09-02 10:59:00","Sicilia","Messina",""
"2015-09-24","2015-09-24","OSR ORSA","Ferroviario","PERSONALE SOC. RFI IMPIANTO NAVIGAZIONE DI MESSINA","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2015-09-13","2015-09-13 21:12:00","Sicilia","Messina",""
"2015-10-21","2015-10-21","OSP ORSA AUTOFERRO/UGL TPL + RSA","Trasporto pubblico locale","PERSONALE SOC. AMT DI MESSINA","4 ORE: DALLE 9.00 ALLE 13.00","Aziendale","2015-10-08","2015-10-08 16:09:00","Sicilia","Messina",""
"2015-11-04","2015-11-18","OSR FAST-CONFSAL/RSA UGL","Marittimo","PERSONALE SOC. TERMINAL TREMESTIERI LOGISTICA APPRODO MARITTIMO DI MESSINA","DALLE ORE 12.00 DEL 4/11 AD OLTRANZA - SOSPESO ALLE 08.00 DEL 18/11","Aziendale","2015-10-26","2015-10-26 08:50:00","Sicilia","Messina",""
"2016-02-16","2016-02-16","OSP ORSA AUTOFERRO TPL","Trasporto pubblico locale","PERSONALE SOC. ATM DI MESSINA","8 ORE: DALLE 9.00 ALLE 17.00","Aziendale","2016-02-03","2016-02-03 20:28:00","Sicilia","Messina",""
"2016-07-05","2016-07-06","OSP FILT CGIL","Marittimo","PERSONALE SOC. BLUFERRIES DI MESSINA","24 ORE: DALLE 03.45 DEL 5/7 ALLE 03.44 DEL 6/7","Aziendale","2016-06-15","2016-06-16 14:30:00","Sicilia","Messina",""
"2016-07-21","2016-07-23","OSP FILT-CGIL","Marittimo","PERSONALE SOC. BLUFERRIES DI MESSINA","48 ORE: DALLE 3.45 DEL 21/7 ALLE 3.44 DEL 23/7","Aziendale","2016-07-08","2016-07-08 16:07:00","Sicilia","Messina",""
"2016-11-30","2016-11-30","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL TRASPORTI/FAST FERROVIE/ORSA FERROVIE + RSU 18","Ferroviario","PERSONALE IMPIANTO NAVIGAZIONE DELLA SOC. RFI DI MESSINA","8 ORE: DALLE 9.00 ALLE 17.00","Locale","2016-10-22","2016-10-22 10:07:00","Sicilia","Messina",""
"2019-03-08","2019-03-08","OST FILT-CGIL/UILT-UIL/UGL/ORSA/FAISA-CISAL","Trasporto pubblico locale","PERSONALE SOC. ATM DI MESSINA","4 ORE: DALLE 9.00 ALLE 13.00","Aziendale","2019-02-22","2019-03-05 08:35:00","Sicilia","Messina",""
"2019-07-06","2019-07-06","OSP UGL MARE E PORTI","Marittimo","PERSONALE NAVIGANTE SOC. LIBERTY LINES DELLA SICILIA ORIENTALE (PORTI DI MILAZZO E MESSINA)","12 ORE: DALLE 06.00 ALLE 18.00","Aziendale","2019-07-02","2019-07-02 21:12:00","Sicilia","Messina",""
"2019-09-20","2019-09-20","OSR FILT-CGIL","Ferroviario","PERSONALE DELLA SOC. BLUJET OPERANTE PER IL GRUPPO RFI SULLO STRETTO DI MESSINA","8 ORE: DALLE 9.01 ALLE 17.00","Aziendale","2019-07-30","2019-07-30 15:28:00","Sicilia","Messina",""
"2019-10-24","2019-10-25","OSR FILT-CGIL","Ferroviario","PERSONALE DELLA SOC. BLUJET OPERANTE PER IL GRUPPO RFI SULLO STRETTO DI MESSINA","24 ORE: DALLE 21.00 DEL 24/10 ALLE 20.59 DEL 25/10","Aziendale","2019-09-25","2019-09-25 12:24:00","Sicilia","Messina","ADESIONE DA PARTE DELLA OSR UILT-UIL"
"2019-11-27","2019-11-28","OSR FILT-CGIL","Ferroviario","PERSONALE SOC. BLUJET IN SERVIZIO SULLO STRETTO DI MESSINA","24 ORE: DALLE 21.00 DEL 27/11 ALLE 20.59 DEL 28/11","Aziendale","2019-11-04","2019-11-04 13:18:00","Sicilia","Messina","ADESIONE DELLA OSP UGL-AF E DELLA OSR UILT-UIL"
"2019-12-15","2019-12-16","OSR FILT-CGIL","Ferroviario","PERSONALE SOC. BLUJET IN SERVIZIO SULLO STRETTO DI MESSINA","24 ORE: DALLE 21.00 DEL 15/12 ALLE 20.59 DEL 16/12","Aziendale","2019-12-02","2019-12-02 10:33:00","Sicilia","Messina","ADESIONE DELLA OSR UILT-UIL E DELLA OST UGL AF"
"2020-01-20","2020-01-21","OSR FILT-CGIL","Ferroviario","PERSONALE SOC. BLUJET IN SERVIZIO SULLO STRETTO DI MESSINA","24 ORE: DALLE 21.00 DEL 20/1 ALLE 20.59 DEL 21/1","Aziendale","2020-01-02","2020-01-02 10:48:00","Sicilia","Messina","ADESIONE DELLA UGL TRASPORTI E DELLA UILTRASPORTI"
"2020-02-24","2020-02-25","OSR FILT-CGIL","Ferroviario","PERSONALE SOC. BLUJET IN SERVIZIO SULLO STRETTO DI MESSINA","24 ORE: DALLE 21.00 DEL 24/2 ALLE 20.59 DEL 25/2","Aziendale","2020-02-04","2020-02-04 10:35:00","Sicilia","Messina","ADESIONE DELLA OSR UILT-UIL E DELLA OSP UGL-AF"
"2014-01-13","2014-01-13","RSU","Trasporto pubblico locale","PERSONALE SOC. AUTOGUIDOVIE DI MILANO","24 ORE","Aziendale","2013-12-27","2013-12-27 12:15:00","Lombardia","Milano",""
"2014-01-15","2014-01-15","RSU","Trasporto pubblico locale","PERSONALE SOC. AUTOGUIDOVIE DI MILANO","24 ORE","Aziendale","2013-12-20","2013-12-24 11:41:00","Lombardia","Milano",""
"2014-02-06","2014-02-07","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. RFI DEL CEI (MILANO E SETTIMO TORINESE) E DOTE DELLA DTP MILANO","24 ORE: DALLE 21.00 DEL 6/2 ALLE 20.59 DEL 7/2","Territoriale","2014-01-22","2014-01-22 17:34:00","Lombardia","Milano",""
"2014-02-06","2014-02-07","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. RFI DEL CEI (MILANO E SETTIMO TORINESE) E DOTE DELLA DTP MILANO","24 ORE: DALLE 21.00 DEL 6/2 ALLE 20.59 DEL 7/2","Territoriale","2014-01-14","2014-01-14 17:13:00","Lombardia","Milano",""
"2014-02-21","2014-02-21","OSR FAST FERROVIE","Trasporto pubblico locale","AUTOFERROTRANVIERI GRUPPO ATM DI MILANO","4 ORE: DALLE 18.00 ALLE 22.00","Aziendale","2014-01-31","2014-01-31 10:45:00","Lombardia","Milano",""
"2014-03-30","2014-03-30","RSU","Aereo","PERSONALE SOC. TECHNO SKY DI ACC MILANO. SAAV LINATE E MONTE SETTEPANI","4 ORE: DALLE 12.30 ALLE 16.30","Aziendale","2014-03-14","2014-03-14 16:03:00","Lombardia","Milano",""
"2014-04-04","2014-04-04","OSR FAST FERROVIE","Trasporto pubblico locale","AUTOFERROTRANVIERI GRUPPO ATM DI MILANO","4 ORE: DALLE 18.00 ALLE 22.00","Aziendale","2014-02-19","2014-02-19 09:22:00","Lombardia","Milano",""
"2014-05-30","2014-05-30","OSR FAST FERROVIE/UGL","Ferroviario","PERSONALE SOC. TRENITALIA DELLA IMC DI MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2014-04-29","2014-04-29 13:37:00","Lombardia","Milano",""
"2014-05-30","2014-05-30","OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST FERROVIE","Ferroviario","PERSONALE SETTORE UFFICI SOC. FERSERVIZI ZONA NORD OVEST SEDE DI MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Locale","2014-05-09","2014-05-09 16:13:00","Lombardia","Milano",""
"2014-06-20","2014-06-20","OSR FAST FERROVIE/UGL","Ferroviario","PERSONALE SOC. TRENITALIA DELLA IMC DI MILANO","8 ORE: DALLE 9.00 ALLE 16.59","Locale","2014-05-15","2014-05-15 10:23:00","Lombardia","Milano",""
"2014-09-30","2014-09-30","OSR FAST FERROVIE","Trasporto pubblico locale","AUTOFERROTRANVIERI GRUPPO ATM DI MILANO","8 ORE: DALLE 8.45 ALLE 15.00 E DALLE 18.00 ALLE 19.45","Aziendale","2014-09-15","2014-09-15 11:47:00","Lombardia","Milano",""
"2014-10-31","2014-10-31","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA SETTORE DPLH VENDITA DIRETTA E CUSTOMER SERVICE MILANO","8 ORE: DALLE 9.00 ALLE 16.59","Aziendale","2014-09-30","2014-10-01 16:28:00","Lombardia","Milano",""
"2014-10-31","2014-10-31","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAST FERROVIE/UGL TRASPORTI","Ferroviario","PERSONALE SOC. TRENITALIA SETTORE DPLH VENDITA DIRETTA E CUSTOMER SERVICE MILANO","8 ORE: DALLE 9.00 ALLE 16.59","Aziendale","2014-09-30","2014-09-30 12:15:00","Lombardia","Milano",""
"2014-11-07","2014-11-07","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA SETTORE DPLH VENDITA DIRETTA E CUSTOMER SERVICE DI MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Aziendale","2014-10-17","2014-10-17 11:36:00","Lombardia","Milano",""
"2014-11-07","2014-11-07","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAST FERROVIE/UGL TRASPORTI","Ferroviario","PERSONALE SOC. TRENITALIA SETTORE DPLH VENDITA DIRETTA E CUSTOMER SERVICE DI MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Aziendale","2014-10-17","2014-10-17 10:41:00","Lombardia","Milano",""
"2014-12-06","2014-12-07","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA SETTORE DPLH VENDITA DIRETTA E CUSTOMER SERVICE MILANO","24 ORE: DALLE 21.00 DEL 6/12 ALLE 21.00 DEL 7/12","Aziendale","2014-11-12","2014-11-12 16:33:00","Lombardia","Milano",""
"2014-12-06","2014-12-07","OSR FILT-CGIL/FIT-CISL/UILT-UIL/FAST FERROVIE/UGL TRASPORTI","Ferroviario","PERSONALE SOC. TRENITALIA SETTORE DPLH VENDITA DIRETTA E CUSTOMER SERVICE MILANO","24 ORE: DALLE 21.00 DEL 6/12 ALLE 21.00 DEL 7/12","Aziendale","2014-11-12","2014-11-12 16:35:00","Lombardia","Milano",""
"2015-01-12","2015-01-12","OSR ORSA FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA DELL'IMC ETR MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Regionale","2014-12-30","2014-12-30 13:16:00","Lombardia","Milano",""
"2015-02-22","2015-02-22","OSR FAST-CONFSAL","Ferroviario","PERSONALE SOC. TRENITALIA DIVISIONE PASSEGGERI N/I ESERCIZIO FRECCIABIANCA MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Territoriale","2015-02-09","2015-02-09 14:30:00","Lombardia","Milano",""
"2015-03-26","2015-03-26","OSR UILT-UIL","Ferroviario","PERSONALE SOC. TRENITALIA DIV. CARGO PRESSO GOR MILANO","8 ORE: DALLE 9.01 ALLE 16.59","Aziendale","2015-02-23","2015-02-23 14:10:00","Lombardia","Milano",""
"2015-03-30","2015-03-30","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM (SOCC. ATM E NET) DI MILANO","4 ORE VARIE MODALITA'","Aziendale","2015-03-19","2015-03-19 12:32:00","Lombardia","Milano",""
"2015-04-14","2015-04-14","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM (SOCC. ATM E NET) DI MILANO ","8 ORE VARIE MODALITA' ","Aziendale","2015-04-03","2015-04-03 12:53:00","Lombardia","Milano","ORD. PREFETTO DI MILANO"
"2015-04-28","2015-04-28","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM (SOCC. ATM E NET) DI MILANO","8 ORE VARIE MODALITA'","Aziendale","2015-04-15","2015-04-15 11:17:00","Lombardia","Milano",""
"2015-06-11","2015-06-11","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM (SOCC. ATM E NET) DI MILANO","24 ORE VARIE MODALITA'","Aziendale","2015-05-29","2015-05-29 13:30:00","Lombardia","Milano","ADESIONE DELLA OSR USB LAVORO PRIVATO"
"2015-06-24","2015-06-24","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM ( SOCC. ATM E NET ) DI MILANO","24 ORE","Aziendale","2015-06-12","2015-06-15 15:30:00","Lombardia","Milano",""
"2015-07-24","2015-07-24","S.I. COBAS","Trasporto pubblico locale","PERSONALE GRUPPO ATM (ATM, ATM SERVIZI, ATM SERVIZI DIVERSIFICATI E NET) DI MILANO","4 ORE VARIE MODALITA'","Aziendale","2015-07-09","2015-07-09 11:10:00","Lombardia","Milano","ORDINANZA DEL PREFETTO DI MILANO DI PRECETTAZIONE DEL PERSONALE EMESSA IL 22/7"
"2015-10-29","2015-10-29","OSR USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE SOC. AUTOGUIDOVIE DI MILANO","4 ORE: DALLE 11.00 ALLE 15.00","Aziendale","2015-10-13","2015-10-13 18:06:00","Lombardia","Milano",""
"2015-10-29","2015-10-29","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM (SOCC. ATM E NET) DI MILANO","24 ORE","Aziendale","2015-10-19","2015-10-19 12:26:00","Lombardia","Milano",""
"2015-11-20","2015-11-20","OSR USB LAVORO PRIVATO","Aereo","PERSONALE APPALTI PULIZIE SOC. ROMEO GESTIONI DI MILANO LINATE","4 ORE: DALLE 13.00 ALLE 17.00","Aziendale","2015-11-09","2015-11-09 11:32:00","Lombardia","Milano",""
"2015-11-20","2015-11-20","OSR USB LAVORO PRIVATO","Aereo","PERSONALE APPALTI PULIZIE SOC. ROMEO GESTIONI DI MILANO LINATE","INTERA GIORNATA","Aziendale","2015-11-04","2015-11-11 10:45:00","Lombardia","Milano","ADESIONE A SCIOPERO GENERALE USB LAVORO PRIVATO"
"2015-11-26","2015-11-26","OSR USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE SOC. AUTOGUIDOVIE DI MILANO","24 ORE","Aziendale","2015-11-12","2015-11-12 08:42:00","Lombardia","Milano",""
"2015-12-09","2015-12-09","OSR FAST FERROVIE","Ferroviario","PERSONALE SOC. TRENITALIA IMC MILANO","8 ORE: DALLE 9.01 ALLE 17.00","Locale","2015-11-09","2015-11-20 10:52:00","Lombardia","Milano",""
"2015-12-14","2015-12-14","OSR USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE SOC. AUTOGUIDOVIE DI MILANO","24 ORE","Aziendale","2015-12-02","2015-12-02 10:33:00","Lombardia","Milano",""
"2015-12-16","2015-12-16","CUB TRASPORTI","Trasporto pubblico locale","PERSONALE GRUPPO ATM (SOCC. ATM E NET) DI MILANO","4 ORE VARIE MODALITA'","Aziendale","2015-12-02","2015-12-02 12:09:00","Lombardia","Milano",""
"2015-12-15","2015-12-15","OSR USB LAVORO PRIVATO","Aereo","PERSONALE APPALTI PULIZIE SOC. ROMEO GESTIONI DI MILANO LINATE","4 ORE: DALLE 13.00 ALLE 17.00","Aziendale","2015-12-02","2015-12-02 14:06:00","Lombardia","Milano",""
"2015-12-22","2015-12-22","OST FILT-CGIL/UILT-UIL","Trasporto merci","PERSONALE SOC. COOP. AIRONE IMPIANTO FIEGE LOGISTICS DEL MAGAZZINO DI CALEPPIO DI SETTALA (MI)","8 ORE INTERA PRESTAZIONE LAVORATIVA","Aziendale","2015-12-10","2015-12-10 15:17:00","Lombardia","Milano",""
"2016-01-08","2016-01-08","OSR USB LAVORO PRIVATO","Aereo","PERSONALE APPALTI PULIZIE SOC. ROMEO GESTIONI DI MILANO LINATE","24 ORE: DALLE 00.01 ALLE 24.00","Aziendale","2015-12-29","2015-12-29 15:26:00","Lombardia","Milano",""
"2016-01-29","2016-01-29","OSR USB LAVORO PRIVATO","Trasporto pubblico locale","PERSONALE SOC. AUTOGUIDOVIE DI MILANO","24 ORE","Aziendale","2016-01-15","2016-01-15 13:30:00","Lombardia","Milano",""
